date,open,high,low,close,volume,amount
2025-01-27,378.200,388.200,378.200,385.800,23605938,9317465088.000
2025-01-28,391.200,396.200,389.200,391.400,14203491,5712247808.000
2025-02-03,390.200,395.000,384.400,394.400,27917841,11162153216.000
2025-02-04,399.400,411.400,397.200,411.000,31276268,13026602752.000
2025-02-05,411.800,411.800,400.200,408.000,32129392,13372038912.000
2025-02-06,406.400,410.600,403.600,410.600,19585105,8177045248.000
2025-02-07,410.600,422.600,408.000,418.400,34567530,14741790976.000
2025-02-10,419.800,430.000,419.000,427.200,31411302,13701174528.000
2025-02-11,430.200,431.400,415.800,417.600,30893563,13324637696.000
2025-02-12,419.200,434.800,416.200,434.400,38264929,16740640512.000
2025-02-13,439.200,454.800,427.200,432.200,60985718,27423907072.000
2025-02-14,440.000,465.000,436.800,465.000,74519223,34511558144.000
2025-02-17,496.200,502.200,475.200,483.800,126223580,63032650496.000
2025-02-18,484.400,503.200,484.000,493.700,62529454,31471019776.000
2025-02-19,490.200,490.700,483.400,488.000,34127174,16979621120.000
2025-02-20,481.400,483.200,472.800,477.000,34549151,16830027008.000
2025-02-21,495.200,507.200,489.600,507.200,73545153,37396803584.000
2025-02-24,512.200,512.200,487.400,487.400,67542767,34199696384.000
2025-02-25,468.000,481.200,466.600,475.000,56509529,27378431232.000
2025-02-26,478.200,498.200,478.000,491.700,40489654,20234072832.000
2025-02-27,493.700,502.200,481.800,485.600,38902820,19434077184.000
2025-02-28,483.000,488.000,466.200,468.800,52160819,25187448064.000
2025-03-03,473.800,487.200,470.000,473.400,32752021,15971446272.000
2025-03-04,469.200,483.200,463.400,481.200,31124964,15131838720.000
2025-03-05,492.200,499.200,488.200,495.700,35165757,17704409856.000
2025-03-06,511.200,534.200,511.200,534.200,79683892,42493519360.000
2025-03-07,529.200,537.200,519.200,523.700,46494425,24958094080.000
2025-03-10,518.200,527.700,502.200,506.700,34415026,17943129856.000
2025-03-11,491.700,510.200,490.700,507.700,33852768,17316782848.000
2025-03-12,513.200,515.200,495.200,502.200,28031056,14392005120.000
2025-03-13,503.200,506.200,489.400,497.700,27326941,13847803136.000
2025-03-14,503.200,521.200,497.700,511.700,30711707,16031719936.000
2025-03-17,522.200,524.700,512.200,514.700,22096160,11643059968.000
2025-03-18,528.700,533.700,523.700,531.200,33639833,18122094080.000
2025-03-19,532.700,535.200,524.200,530.200,31604153,17070297088.000
2025-03-20,530.700,531.200,508.200,509.700,49845030,26156573440.000
2025-03-21,508.200,516.200,495.700,501.700,42260479,21649092864.000
2025-03-24,504.200,507.700,494.700,503.200,24598555,12575591680.000
2025-03-25,503.200,505.700,491.200,492.200,27744935,14019727360.000
2025-03-26,492.200,500.700,492.200,496.700,17310634,8757798656.000
2025-03-27,499.200,506.200,492.200,499.200,17595617,8980372224.000
2025-03-28,501.700,506.700,493.700,499.700,18594342,9479836672.000
2025-03-31,495.200,497.700,484.800,487.200,28036973,13996724992.000
2025-04-01,491.200,501.700,490.200,494.200,19518013,9865122816.000
2025-04-02,495.200,499.200,489.400,494.200,14247546,7168421888.000
2025-04-03,483.200,490.700,481.400,488.000,29219618,14472384768.000
2025-04-07,432.000,452.600,421.200,425.600,123364114,54994755328.000
2025-04-08,431.000,441.400,420.200,430.600,65120104,28693494016.000
2025-04-09,416.200,437.200,409.200,431.400,66484213,28808415232.000
2025-04-10,450.200,451.800,433.200,435.000,57799983,26103188992.000
2025-04-11,430.200,442.800,422.200,433.600,46594597,20558649856.000
2025-04-14,443.200,449.400,439.000,444.200,30346489,13773742848.000
2025-04-15,454.800,454.800,441.800,446.200,20245398,9242295296.000
2025-04-16,440.800,441.800,430.400,438.200,27322773,12171376896.000
2025-04-17,440.600,452.200,440.000,448.200,24479822,11188898048.000
2025-04-22,450.200,453.000,443.400,450.600,24043746,11018599424.000
2025-04-23,466.200,469.600,461.600,464.400,27001392,12813463808.000
2025-04-24,467.200,468.000,455.200,461.200,18912016,8907706112.000
2025-04-25,470.200,476.000,465.200,468.400,28746958,13792345600.000
2025-04-28,472.600,472.600,465.000,468.400,13805160,6604528896.000
2025-04-29,468.000,468.600,459.200,463.200,16367401,7747651840.000
2025-04-30,465.200,467.400,459.600,467.400,15312733,7270748160.000
2025-05-02,468.400,480.000,467.600,478.000,13240838,6439557632.000
2025-05-06,481.800,487.000,475.400,485.600,19813305,9767609856.000
2025-05-07,499.200,499.700,479.800,480.000,25616342,12734545408.000
2025-05-08,477.200,492.200,476.800,488.200,19815740,9857527552.000
2025-05-09,490.200,493.700,482.200,484.800,13777285,6836991232.000
2025-05-12,494.200,511.700,489.200,507.700,35846811,18321323008.000
2025-05-13,510.200,510.200,495.700,496.200,23119901,11791025152.000
2025-05-14,502.200,511.200,500.700,511.200,24294663,12575314944.000
2025-05-15,521.700,522.200,505.200,510.200,32799956,17065523200.000
2025-05-16,504.200,511.700,501.200,502.700,21334027,10891135232.000
2025-05-19,502.700,511.700,497.200,508.700,22457714,11478846720.000
2025-05-20,507.200,512.200,506.200,511.700,15792185,8134553600.000
2025-05-21,513.700,519.200,510.200,515.200,18924042,9840860416.000
2025-05-22,514.700,514.700,507.700,511.200,14281176,7365728256.000
2025-05-23,511.700,515.200,506.700,512.700,16262610,8391879168.000
2025-05-26,509.700,511.700,502.700,504.700,17286567,8831775488.000
2025-05-27,503.200,509.200,501.700,506.700,14986877,7662280448.000
2025-05-28,507.700,509.700,497.200,500.700,16813826,8524415488.000
2025-05-29,502.700,506.700,498.200,505.200,19368449,9841396736.000
